dataset_id,movie_name,trial_idx,n_trials_total,start_sample,end_sample,duration_samples,duration_s,acq_rate
2024.02.26-10.53.19-Rec,baseline_127,0,1,278121,337753,59632,2.9816,20000.0
2024.02.26-10.53.19-Rec,freq_step_5st_3x,0,3,2234064,2729859,495795,24.78975,20000.0
2024.02.26-10.53.19-Rec,freq_step_5st_3x,1,3,2729859,3225291,495432,24.7716,20000.0
2024.02.26-10.53.19-Rec,freq_step_5st_3x,2,3,3225291,3721251,495960,24.798,20000.0
2024.02.26-10.53.19-Rec,green_blue_3s_3i_3x,0,3,1350678,1588879,238201,11.91005,20000.0
2024.02.26-10.53.19-Rec,green_blue_3s_3i_3x,1,3,1588879,1826927,238048,11.9024,20000.0
2024.02.26-10.53.19-Rec,green_blue_3s_3i_3x,2,3,1826927,2065043,238116,11.9058,20000.0
2024.02.26-10.53.19-Rec,iprgc_test,0,2,20467720,22867720,2400000,120.0,20000.0
2024.02.26-10.53.19-Rec,iprgc_test,1,2,22903578,25303578,2400000,120.0,20000.0
2024.02.26-10.53.19-Rec,moving_h_bar_s5_d8_3x,0,3,3912665,5406836,1494171,74.70855,20000.0
2024.02.26-10.53.19-Rec,moving_h_bar_s5_d8_3x,1,3,5406836,6901226,1494390,74.7195,20000.0
2024.02.26-10.53.19-Rec,moving_h_bar_s5_d8_3x,2,3,6901226,8395411,1494185,74.70925,20000.0
2024.02.26-10.53.19-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8517716,12086985,3569269,178.46345,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,0,30,12305585,12504051,198466,9.9233,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,1,30,12504051,12702409,198358,9.9179,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,2,30,12702409,12900653,198244,9.9122,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,3,30,12900653,13099094,198441,9.92205,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,4,30,13099094,13297573,198479,9.92395,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,5,30,13297573,13496223,198650,9.9325,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,6,30,13496223,13694791,198568,9.9284,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,7,30,13694791,13893071,198280,9.914,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,8,30,13893071,14091734,198663,9.93315,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,9,30,14091734,14290351,198617,9.93085,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,10,30,14290351,14488663,198312,9.9156,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,11,30,14488663,14687090,198427,9.92135,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,12,30,14687090,14885299,198209,9.91045,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,13,30,14885299,15083662,198363,9.91815,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,14,30,15083662,15282101,198439,9.92195,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,15,30,15282101,15480527,198426,9.9213,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,16,30,15480527,15679154,198627,9.93135,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,17,30,15679154,15877475,198321,9.91605,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,18,30,15877475,16075771,198296,9.9148,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,19,30,16075771,16273958,198187,9.90935,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,20,30,16273958,16472421,198463,9.92315,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,21,30,16472421,16670729,198308,9.9154,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,22,30,16670729,16869226,198497,9.92485,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,23,30,16869226,17067450,198224,9.9112,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,24,30,17067450,17265541,198091,9.90455,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,25,30,17265541,17463783,198242,9.9121,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,26,30,17463783,17662194,198411,9.92055,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,27,30,17662194,17860221,198027,9.90135,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,28,30,17860221,18058499,198278,9.9139,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_30x,29,30,18058499,18256895,198396,9.9198,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_3x,0,3,556768,755103,198335,9.91675,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_3x,1,3,755103,953261,198158,9.9079,20000.0
2024.02.26-10.53.19-Rec,step_up_5s_5i_b0_3x,2,3,953261,1151734,198473,9.92365,20000.0
2024.02.26-11.44.42-Rec,baseline_127,0,1,286984,346463,59479,2.97395,20000.0
2024.02.26-11.44.42-Rec,freq_step_5st_3x,0,3,2241938,2737444,495506,24.7753,20000.0
2024.02.26-11.44.42-Rec,freq_step_5st_3x,1,3,2737444,3232609,495165,24.75825,20000.0
2024.02.26-11.44.42-Rec,freq_step_5st_3x,2,3,3232609,3728376,495767,24.78835,20000.0
2024.02.26-11.44.42-Rec,green_blue_3s_3i_3x,0,3,1359055,1597191,238136,11.9068,20000.0
2024.02.26-11.44.42-Rec,green_blue_3s_3i_3x,1,3,1597191,1835075,237884,11.8942,20000.0
2024.02.26-11.44.42-Rec,green_blue_3s_3i_3x,2,3,1835075,2073125,238050,11.9025,20000.0
2024.02.26-11.44.42-Rec,iprgc_test,0,2,18771478,21171478,2400000,120.0,20000.0
2024.02.26-11.44.42-Rec,iprgc_test,1,2,21202018,23602018,2400000,120.0,20000.0
2024.02.26-11.44.42-Rec,moving_h_bar_s5_d8_3x,0,3,3967815,5461367,1493552,74.6776,20000.0
2024.02.26-11.44.42-Rec,moving_h_bar_s5_d8_3x,1,3,5461367,6954627,1493260,74.663,20000.0
2024.02.26-11.44.42-Rec,moving_h_bar_s5_d8_3x,2,3,6954627,8448815,1494188,74.7094,20000.0
2024.02.26-11.44.42-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8571023,12140184,3569161,178.45805,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,0,30,12358626,12556737,198111,9.90555,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,1,30,12556737,12755287,198550,9.9275,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,2,30,12755287,12953634,198347,9.91735,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,3,30,12953634,13152282,198648,9.9324,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,4,30,13152282,13350698,198416,9.9208,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,5,30,13350698,13549093,198395,9.91975,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,6,30,13549093,13747193,198100,9.905,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,7,30,13747193,13945418,198225,9.91125,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,8,30,13945418,14143718,198300,9.915,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,9,30,14143718,14341813,198095,9.90475,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,10,30,14341813,14540476,198663,9.93315,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,11,30,14540476,14738785,198309,9.91545,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,12,30,14738785,14937307,198522,9.9261,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,13,30,14937307,15135241,197934,9.8967,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,14,30,15135241,15333382,198141,9.90705,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,15,30,15333382,15531824,198442,9.9221,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,16,30,15531824,15730167,198343,9.91715,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,17,30,15730167,15928327,198160,9.908,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,18,30,15928327,16126744,198417,9.92085,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,19,30,16126744,16325103,198359,9.91795,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,20,30,16325103,16523392,198289,9.91445,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,21,30,16523392,16721701,198309,9.91545,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,22,30,16721701,16919909,198208,9.9104,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,23,30,16919909,17118199,198290,9.9145,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,24,30,17118199,17316435,198236,9.9118,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,25,30,17316435,17514654,198219,9.91095,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,26,30,17514654,17712598,197944,9.8972,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,27,30,17712598,17910767,198169,9.90845,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,28,30,17910767,18109222,198455,9.92275,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,29,30,18109222,18307075,197853,9.89265,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_3x,0,3,565570,763775,198205,9.91025,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_3x,1,3,763775,962041,198266,9.9133,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_3x,2,3,962041,1160450,198409,9.92045,20000.0
2024.02.26-12.23.03-Rec,baseline_127,0,1,269181,328928,59747,2.98735,20000.0
2024.02.26-12.23.03-Rec,freq_step_5st_3x,0,3,2234393,2732815,498422,24.9211,20000.0
2024.02.26-12.23.03-Rec,freq_step_5st_3x,1,3,2732815,3230888,498073,24.90365,20000.0
2024.02.26-12.23.03-Rec,freq_step_5st_3x,2,3,3230888,3729042,498154,24.9077,20000.0
2024.02.26-12.23.03-Rec,green_blue_3s_3i_3x,0,3,1346287,1585773,239486,11.9743,20000.0
2024.02.26-12.23.03-Rec,green_blue_3s_3i_3x,1,3,1585773,1825437,239664,11.9832,20000.0
2024.02.26-12.23.03-Rec,green_blue_3s_3i_3x,2,3,1825437,2064787,239350,11.9675,20000.0
2024.02.26-12.23.03-Rec,iprgc_test,0,2,18747169,21147169,2400000,120.0,20000.0
2024.02.26-12.23.03-Rec,iprgc_test,1,2,21180696,23580696,2400000,120.0,20000.0
2024.02.26-12.23.03-Rec,moving_h_bar_s5_d8_3x,0,3,3971505,5474582,1503077,75.15385,20000.0
2024.02.26-12.23.03-Rec,moving_h_bar_s5_d8_3x,1,3,5474582,6976009,1501427,75.07135,20000.0
2024.02.26-12.23.03-Rec,moving_h_bar_s5_d8_3x,2,3,6976009,8478585,1502576,75.1288,20000.0
2024.02.26-12.23.03-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8601790,12191489,3589699,179.48495,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,0,30,12411106,12610657,199551,9.97755,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,1,30,12610657,12810003,199346,9.9673,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,2,30,12810003,13009351,199348,9.9674,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,3,30,13009351,13208930,199579,9.97895,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,4,30,13208930,13408687,199757,9.98785,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,5,30,13408687,13608302,199615,9.98075,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,6,30,13608302,13808000,199698,9.9849,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,7,30,13808000,14007210,199210,9.9605,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,8,30,14007210,14206723,199513,9.97565,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,9,30,14206723,14406126,199403,9.97015,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,10,30,14406126,14605658,199532,9.9766,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,11,30,14605658,14805339,199681,9.98405,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,12,30,14805339,15004690,199351,9.96755,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,13,30,15004690,15203520,198830,9.9415,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,14,30,15203520,15402844,199324,9.9662,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,15,30,15402844,15601939,199095,9.95475,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,16,30,15601939,15801228,199289,9.96445,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,17,30,15801228,16000684,199456,9.9728,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,18,30,16000684,16200202,199518,9.9759,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,19,30,16200202,16399734,199532,9.9766,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,20,30,16399734,16598999,199265,9.96325,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,21,30,16598999,16798468,199469,9.97345,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,22,30,16798468,16997931,199463,9.97315,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,23,30,16997931,17196999,199068,9.9534,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,24,30,17196999,17396441,199442,9.9721,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,25,30,17396441,17595849,199408,9.9704,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,26,30,17595849,17795195,199346,9.9673,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,27,30,17795195,17994669,199474,9.9737,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,28,30,17994669,18193942,199273,9.96365,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,29,30,18193942,18393067,199125,9.95625,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_3x,0,3,548915,747972,199057,9.95285,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_3x,1,3,747972,947555,199583,9.97915,20000.0
